"family","binomial","collectDate","country","stateProv","county"
"Apocynaceae","Apocynum androsaemifolium",1986-07-01,"United States","California","Sierra"
"Apocynaceae","Plumeria rubra",1998-09-09,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1992-06-01,"United States","California","Siskiyou"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Apocynum androsaemifolium",1993-06-01,"United States","Washington","Okanogan"
"Apocynaceae","Asclepias asperula",1979-07-13,"United States","Arizona","Cochise"
"Apocynaceae","Apocynum androsaemifolium",1973-08-03,"United States","California","Monterey"
"Apocynaceae","Asclepias cordifolia",1963-06-08,"United States","California","Butte"
"Apocynaceae","Gonolobus barbatus",1992-09-19,NA,NA,NA
"Apocynaceae","Asclepias linaria",1942-09-01,"United States","Arizona","Cochise"
"Apocynaceae","Apocynum androsaemifolium",1863-07-15,"United States","California","Mono"
"Apocynaceae","Asclepias erosa",1935-09-18,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias ovalifolia",2002-06-15,"Canada","Alberta","Division No. 7"
"Apocynaceae","Asclepias asperula",2001-05-28,"United States","Arizona","Yavapai"
"Apocynaceae","Asclepias erosa",2012-09-13,"United States","California","San Bernardino"
"Apocynaceae","Asclepias vestita",2005-05-06,"United States","California","Los Angeles"
"Apocynaceae","Asclepias californica",NA,"United States","California","Riverside"
"Apocynaceae","Asclepias californica",2006-05-21,"United States","California","San Diego"
"Apocynaceae","Asclepias speciosa",2000-06-17,"United States","Utah","Garfield"
"Apocynaceae","Asclepias subverticillata",1955-09-10,"United States","Arizona","Apache"
"Apocynaceae","Apocynum androsaemifolium",2000-08-24,"United States","Utah","Kane"
"Apocynaceae","Asclepias californica",1932-05-28,"United States","California","Fresno"
"Apocynaceae","Funastrum cynanchoides",2005-05-16,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",2008-08-01,"United States","California","El Dorado"
"Apocynaceae","Asclepias californica",NA,"United States","California","Los Angeles"
"Apocynaceae","Amsonia tomentosa",2012-08-23,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",1971-06-13,"United States","Arizona","Coconino"
"Apocynaceae","Amsonia grandiflora",1960-04-19,"United States","Arizona","Santa Cruz"
"Apocynaceae","Asclepias subulata",1971-11-27,"United States","California","San Diego"
"Apocynaceae","Asclepias erosa",1935-07-03,"United States","California","Kern"
"Apocynaceae","Asclepias erosa",1974-05-30,"United States","California","Inyo"
"Apocynaceae","Apocynum cannabinum",2002-07-18,"United States","California","Sacramento"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Mandevilla foliosa",1990-07-29,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Asclepias cordifolia",1981-06-09,"United States","California","Lassen"
"Apocynaceae","Asclepias curassavica",1973-04-20,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Apocynum cannabinum",1993-07-18,"United States","California","Sacramento"
"Apocynaceae","Plumeria rubra",1991-10-23,NA,NA,NA
"Apocynaceae","Asclepias subulata",1971-03-29,"Mexico","Baja California","Ensenada"
"Apocynaceae","Asclepias albicans",2001-04-03,"United States","California","Riverside"
"Apocynaceae","Asclepias speciosa",1931-06-13,"United States","Washington","Yakima"
"Apocynaceae","Funastrum cynanchoides",1887-08-15,"Mexico","Chihuahua","Chihuahua"
"Apocynaceae","Funastrum cynanchoides",1993-03-21,"Mexico","Sonora","Huatabampo"
"Apocynaceae","Apocynum androsaemifolium",1927-07-09,"United States","Oregon","Hood River"
"Apocynaceae","Cynanchum utahense",1991-06-25,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subulata",1997-05-02,"Mexico","Sonora","Hermosillo"
"Apocynaceae","Amsonia tomentosa",1966-04-16,"United States","California","San Bernardino"
"Apocynaceae","Asclepias erosa",1956-04-30,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1990-07-03,"United States","California","Fresno"
"Apocynaceae","Asclepias californica",2000-05-14,"United States","California","Ventura"
"Apocynaceae","Gonolobus croceus",1897-07-16,"Mexico","Sinaloa","El Rosario"
"Apocynaceae","Asclepias tuberosa",1934-06-18,"United States","Arizona","Coconino"
"Apocynaceae","Asclepias angustifolia",1997-07-15,"Mexico","Chihuahua","Ocampo"
"Apocynaceae","Asclepias subverticillata",1948-09-17,"United States","New Mexico","Socorro"
"Apocynaceae","Asclepias solanoana",1995-07-12,"United States","California","Tehama"
"Apocynaceae","Apocynum cannabinum",1968-06-22,"United States","California","Inyo"
"Apocynaceae","Asclepias tuberosa",1922-06-27,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias californica",2004-05-18,"United States","California","San Diego"
"Apocynaceae","Funastrum cynanchoides",2012-06-01,"United States","California","San Diego"
"Apocynaceae","Cycladenia humilis",1941-07-03,"United States","California","Inyo"
"Apocynaceae","Apocynum cannabinum",2004-07-09,"United States","California","Contra Costa"
"Apocynaceae","Asclepias angustifolia",1986-04-27,"Mexico","Chihuahua","Ocampo"
"Apocynaceae","Cycladenia humilis",1999-08-09,"United States","California","Los Angeles"
"Apocynaceae","Apocynum androsaemifolium",NA,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Asclepias cryptoceras",1980-06-15,"United States","Nevada","Washoe"
"Apocynaceae","Asclepias cryptoceras",1978-05-12,"United States","Arizona","Coconino"
"Apocynaceae","Amsonia tomentosa",1940-04-07,"United States","California","San Bernardino"
"Apocynaceae","Amsonia tomentosa",1938-05-20,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1937-06-01,"United States","Oregon","Malheur"
"Apocynaceae","Asclepias cryptoceras",NA,"United States","Colorado","Mesa"
"Apocynaceae","Apocynum cannabinum",2002-06-22,"United States","Idaho","Camas"
"Apocynaceae","Apocynum cannabinum",1992-08-01,"United States","Colorado","Rio Blanco"
"Apocynaceae","Haplophyton crooksii",1977-10-15,"United States","Texas","El Paso"
"Apocynaceae","Apocynum cannabinum",1948-06-18,"United States","California","Tuolumne"
"Apocynaceae","Matelea producta",1944-08-01,"United States","Arizona","Gila"
"Apocynaceae","Asclepias subverticillata",2009-09-29,"Mexico","Sonora","Agua Prieta"
"Apocynaceae","Metastelma minutiflorum",1940-02-04,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Apocynum androsaemifolium",1977-07-27,"United States","Utah","Cache"
"Apocynaceae","Prosthecidiscus guatemalensis",1990-01-06,"Mexico","Jalisco","Cabo Corrientes"
"Apocynaceae","Amsonia tomentosa",1964-05-08,"United States","California","San Bernardino"
"Apocynaceae","Asclepias cordifolia",1919-05-10,"United States","California","Fresno"
"Apocynaceae","Asclepias albicans",1960-02-17,"United States","California","Imperial"
"Apocynaceae","Vallesia glabra",2011-09-12,"Mexico","Sonora","Baviácora"
"Apocynaceae","Plumeria rubra",1997-07-12,"Mexico","Sonora","San Javier"
"Apocynaceae","Dictyanthus sepicola",1985-09-19,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1935-07-23,"United States","California","Tuolumne"
"Apocynaceae","Asclepias californica",1960-05-19,"United States","California","Santa Barbara"
"Apocynaceae","Asclepias speciosa",1997-07-03,"United States","California","Butte"
"Apocynaceae","Asclepias cryptoceras",2004-05-30,"United States","Oregon","Malheur"
"Apocynaceae","Asclepias californica",1897-04-30,"United States","California","Riverside"
"Apocynaceae","Laubertia contorta",NA,"Mexico","Jalisco","Tomatlán"
"Apocynaceae","Asclepias subulata",1956-04-30,"United States","California","San Bernardino"
"Apocynaceae","Cynanchum utahense",1884-05-07,"United States","California","San Bernardino"
"Apocynaceae","Polystemma guatemalense",1980-08-20,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1938-06-14,"United States","California","Plumas"
"Apocynaceae","Asclepias viridiflora",1990-06-01,"United States","Montana","Gallatin"
"Apocynaceae","Asclepias linaria",1902-04-12,"United States","Arizona","Pima"
"Apocynaceae","Apocynum androsaemifolium",1917-06-27,"United States","Arizona","Pima"
"Apocynaceae","Apocynum cannabinum",1981-05-20,"United States","California","Riverside"
"Apocynaceae","Apocynum cannabinum",NA,"United States","Colorado","Archuleta"
"Apocynaceae","Cynanchum utahense",1937-04-27,"United States","California","San Bernardino"
"Apocynaceae","Asclepias asperula",1973-06-21,"United States","California","San Bernardino"
"Apocynaceae","Asclepias asperula",1892-04-01,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias lemmonii",2010-09-19,"Mexico","Sonora","Cananea"
"Apocynaceae","Asclepias albicans",1965-06-23,"United States","California","Riverside"
"Apocynaceae","Asclepias albicans",1973-03-30,"United States","Arizona","Yuma"
"Apocynaceae","Mandevilla foliosa",1974-08-17,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Seutera palmeri",1887-12-25,"Mexico","Baja California Sur","Mulegé"
"Apocynaceae","Asclepias speciosa",1940-06-13,"United States","Oregon","Jackson"
"Apocynaceae","Asclepias erosa",1998-11-14,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1979-07-05,"United States","California","Trinity"
"Apocynaceae","Marsdenia edulis",1963-11-24,"Mexico","Sonora","Guaymas"
"Apocynaceae","Forsteronia spicata",1981-04-01,NA,NA,NA
"Apocynaceae","Asclepias nyctaginifolia",2010-05-26,"United States","California","San Bernardino"
"Apocynaceae","Asclepias labriformis",2000-05-22,"United States","Utah","Emery"
"Apocynaceae","Apocynum cannabinum",1958-06-20,"United States","California","Mariposa"
"Apocynaceae","Apocynum androsaemifolium",1955-07-21,"United States","Idaho","Kootenai"
"Apocynaceae","Apocynum cannabinum",1947-05-31,"United States","Oregon","Curry"
"Apocynaceae","Asclepias cordifolia",1933-06-03,"United States","California","Placer"
"Apocynaceae","Asclepias erosa",1996-10-27,"United States","California","Kern"
"Apocynaceae","Asclepias subverticillata",1898-07-02,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias speciosa",2008-08-28,"United States","Washington","Grant"
"Apocynaceae","Apocynum androsaemifolium",2008-08-05,"United States","Colorado","Custer"
"Apocynaceae","Asclepias vestita",1988-04-29,"United States","California","San Luis Obispo"
"Apocynaceae","Funastrum clausum",1982-08-25,NA,NA,NA
"Apocynaceae","Asclepias vestita",1939-04-21,"United States","California","Los Angeles"
"Apocynaceae","Asclepias uncialis",1997-05-07,"United States","Arizona","Apache"
"Apocynaceae","Apocynum androsaemifolium",1979-09-09,"United States","California","Butte"
"Apocynaceae","Asclepias speciosa",1995-06-23,"United States","California","Calaveras"
"Apocynaceae","Asclepias hypoleuca",1926-07-28,"United States","Arizona","Pima"
"Apocynaceae","Asclepias subulata",2009-03-08,"United States","California","Riverside"
"Apocynaceae","Funastrum cynanchoides",2011-03-19,"United States","California","San Bernardino"
"Apocynaceae","Asclepias tuberosa",1914-09-15,"United States","Arizona","Graham"
"Apocynaceae","Asclepias vestita",1908-05-01,"United States","California","San Luis Obispo"
"Apocynaceae","Asclepias californica",NA,"United States","California","San Bernardino"
"Apocynaceae","Plumeria rubra",1997-07-12,"Mexico","Sonora","San Javier"
"Apocynaceae","Apocynum androsaemifolium",2011-08-08,"United States","California","Inyo"
"Apocynaceae","Matelea pringlei",1968-04-20,"Mexico","Sonora","Pitiquito"
"Apocynaceae","Asclepias cordifolia",1917-06-26,"United States","Oregon","Curry"
"Apocynaceae","Apocynum androsaemifolium",1908-07-01,"United States","Oregon","Umatilla"
"Apocynaceae","Apocynum androsaemifolium",1951-07-04,"United States","Oregon","Benton"
"Apocynaceae","Asclepias pumila",1968-07-30,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",2008-07-22,"United States","California","San Bernardino"
"Apocynaceae","Asclepias cordifolia",1927-08-03,"United States","California","Mariposa"
"Apocynaceae","Asclepias californica",1901-06-01,"United States","California","Riverside"
"Apocynaceae","Matelea adenocardia",1936-06-22,"Mexico","Chihuahua","Chihuahua"
"Apocynaceae","Apocynum androsaemifolium",1953-07-29,"United States","Idaho","Custer"
"Apocynaceae","Apocynum androsaemifolium",1987-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Asclepias speciosa",1977-07-14,"Canada","British Columbia","North Okanagan"
"Apocynaceae","Cascabela thevetioides",1984-02-19,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Asclepias linaria",1990-07-30,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Asclepias linaria",1960-07-26,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias erosa",1977-06-23,"United States","California","San Bernardino"
"Apocynaceae","Funastrum cynanchoides",1994-09-08,"United States","California","San Diego"
"Apocynaceae","Cascabela ovata",1990-08-06,"Mexico","Nayarit","Compostela"
"Apocynaceae","Amsonia tomentosa",1979-05-10,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",1959-09-17,"United States","Idaho","Owyhee"
"Apocynaceae","Asclepias erosa",2008-06-01,"United States","California","San Diego"
"Apocynaceae","Apocynum androsaemifolium",1962-07-25,"United States","Arizona","Apache"
"Apocynaceae","Apocynum androsaemifolium",1934-07-05,"United States","Oregon","Lane"
"Apocynaceae","Asclepias californica",1987-05-14,"United States","California","San Benito"
"Apocynaceae","Amsonia tomentosa",1973-04-29,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1912-06-15,"Canada","British Columbia","Greater Vancouver"
"Apocynaceae","Apocynum androsaemifolium",1908-08-09,"United States","California","Siskiyou"
"Apocynaceae","Asclepias erosa",1992-06-16,"United States","Arizona","Yuma"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Plumeria rubra",2009-06-28,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Mandevilla foliosa",1983-08-26,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Asclepias hypoleuca",1938-08-02,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias subulata",2009-01-27,"United States","California","Imperial"
"Apocynaceae","Asclepias verticillata",1998-03-18,"United States","Arizona","Maricopa"
"Apocynaceae","Apocynum androsaemifolium",1930-07-26,"United States","California","Butte"
"Apocynaceae","Asclepias brachystephana",2004-07-28,"United States","New Mexico","Hidalgo"
"Apocynaceae","Apocynum androsaemifolium",1976-08-15,"United States","California","San Bernardino"
"Apocynaceae","Matelea lesueurii",1936-06-24,"Mexico","Chihuahua","Chihuahua"
"Apocynaceae","Matelea parvifolia",1994-04-09,"United States","Arizona","Pinal"
"Apocynaceae","Polystemma guatemalense",1976-12-10,NA,NA,NA
"Apocynaceae","Apocynum cannabinum",1907-06-01,"United States","Arizona","Pima"
"Apocynaceae","Matelea crenata",1988-08-28,"Mexico","Sinaloa","Concordia"
"Apocynaceae","Apocynum androsaemifolium",2003-09-12,NA,NA,NA
"Apocynaceae","Asclepias subulata",1995-08-17,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias solanoana",2002-06-27,"United States","California","Trinity"
"Apocynaceae","Asclepias speciosa",2011-08-18,"United States","California","Nevada"
"Apocynaceae","Amsonia jonesii",1998-05-16,"United States","Colorado","Mesa"
"Apocynaceae","Cycladenia humilis",1966-06-23,"United States","California","Glenn"
"Apocynaceae","Apocynum androsaemifolium",1959-08-03,"United States","Idaho","Shoshone"
"Apocynaceae","Apocynum androsaemifolium",NA,"Canada","British Columbia","Okanagan-Similkameen"
"Apocynaceae","Asclepias angustifolia",2005-07-01,"Mexico","Sonora","Arizpe"
"Apocynaceae","Asclepias subulata",2015-11-09,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",1938-07-02,"Canada","Alberta","Division No. 11"
"Apocynaceae","Amsonia grandiflora",1961-05-26,"United States","Arizona","Santa Cruz"
"Apocynaceae","Asclepias californica",1971-04-30,"United States","California","Tulare"
"Apocynaceae","Cynanchum ligulatum",1935-08-24,"Mexico","Sonora","Álamos"
"Apocynaceae","Matelea parvifolia",1988-11-27,"United States","Arizona","Pima"
"Apocynaceae","Asclepias linaria",2003-04-13,"Mexico","Sonora","Nacozari de García"
"Apocynaceae","Asclepias vestita",1903-05-16,"United States","California","San Bernardino"
"Apocynaceae","Asclepias erosa",1882-05-01,"United States","California","Fresno"
"Apocynaceae","Apocynum androsaemifolium",NA,"Canada","British Columbia","Central Okanagan"
"Apocynaceae","Asclepias hallii",1980-08-02,"United States","Nevada","White Pine"
"Apocynaceae","Asclepias cordifolia",1897-07-25,"United States","California","Trinity"
"Apocynaceae","Asclepias subulata",2001-12-07,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias speciosa",1899-07-15,"United States","California","Siskiyou"
"Apocynaceae","Asclepias subulata",2000-04-17,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1973-07-19,"United States","Montana","Valley"
"Apocynaceae","Apocynum cannabinum",1903-06-06,"United States","California","Solano"
"Apocynaceae","Asclepias californica",1994-05-19,"United States","California","Monterey"
"Apocynaceae","Apocynum androsaemifolium",1994-07-10,"Canada","Alberta","Division No. 3"
"Apocynaceae","Matelea petiolaris",1995-09-06,"Mexico","Sonora","Onavas"
"Apocynaceae","Asclepias erosa",1952-05-30,"United States","California","San Bernardino"
"Apocynaceae","Asclepias cordifolia",2008-05-08,"United States","California","Calaveras"
"Apocynaceae","Apocynum androsaemifolium",1930-07-07,"United States","California","Butte"
"Apocynaceae","Asclepias nyctaginifolia",2013-09-05,"United States","California","San Bernardino"
"Apocynaceae","Asclepias tuberosa",1936-06-30,"United States","New Mexico","Otero"
"Apocynaceae","Asclepias californica",1932-05-28,"United States","California","San Diego"
"Apocynaceae","Vallesia glabra",1935-02-04,"Mexico","Sonora","Álamos"
"Apocynaceae","Vallesia glabra",1994-02-09,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Asclepias speciosa",1922-08-11,"United States","Oregon","Baker"
"Apocynaceae","Asclepias speciosa",1975-09-07,"United States","California","Mendocino"
"Apocynaceae","Apocynum cannabinum",1993-05-16,"United States","California","Santa Barbara"
"Apocynaceae","Apocynum androsaemifolium",1987-06-01,"United States","Montana","Lewis and Clark"
"Apocynaceae","Mandevilla subsagittata",1985-09-07,"Mexico","Nayarit","Compostela"
"Apocynaceae","Amsonia tomentosa",2004-07-10,"United States","Utah","Garfield"
"Apocynaceae","Asclepias cordifolia",1963-04-27,"United States","California","Calaveras"
"Apocynaceae","Matelea petiolaris",1984-07-18,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Amsonia tomentosa",1995-03-29,"United States","Nevada","Clark"
"Apocynaceae","Apocynum cannabinum",1892-07-09,"United States","Washington","Whitman"
"Apocynaceae","Funastrum cynanchoides",2004-06-04,"United States","California","Riverside"
"Apocynaceae","Cynanchum utahense",1882-06-20,"United States","California","San Diego"
"Apocynaceae","Asclepias albicans",1952-04-28,"United States","California","Riverside"
"Apocynaceae","Asclepias speciosa",1937-06-12,"United States","California","Inyo"
"Apocynaceae","Matelea pringlei",1985-10-13,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias cordifolia",1999-06-10,"United States","California","Mariposa"
"Apocynaceae","Apocynum cannabinum",1994-08-01,"United States","Colorado","Gunnison"
"Apocynaceae","Cynanchum utahense",2003-04-19,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","California","Nevada"
"Apocynaceae","Asclepias californica",1937-05-22,"United States","California","Riverside"
"Apocynaceae","Apocynum cannabinum",1972-07-17,"Canada","Alberta","Division No. 3"
"Apocynaceae","Cycladenia humilis",1968-04-27,"United States","California","Lake"
"Apocynaceae","Asclepias cordifolia",1919-06-04,"United States","California","Modoc"
"Apocynaceae","Asclepias erosa",2010-06-26,"United States","California","San Diego"
"Apocynaceae","Amsonia jonesii",1962-05-10,"United States","Arizona","Mohave"
"Apocynaceae","Amsonia grandiflora",1937-06-18,"United States","Arizona","Santa Cruz"
"Apocynaceae","Asclepias lemmonii",1966-07-07,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias solanoana",1980-05-25,"United States","California","Trinity"
"Apocynaceae","Asclepias albicans",2014-04-01,"United States","California","Riverside"
"Apocynaceae","Mandevilla foliosa",1986-10-04,"Mexico","Chihuahua","Ocampo"
"Apocynaceae","Apocynum androsaemifolium",1960-07-19,"United States","California","Tuolumne"
"Apocynaceae","Asclepias tuberosa",1948-08-31,"United States","Arizona","Apache"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","Colorado","Gunnison"
"Apocynaceae","Asclepias cordifolia",1963-04-27,"United States","California","Calaveras"
"Apocynaceae","Apocynum androsaemifolium",2011-07-08,"United States","California","San Diego"
"Apocynaceae","Asclepias speciosa",1992-07-06,"United States","California","Plumas"
"Apocynaceae","Asclepias californica",1944-07-15,"United States","California","Riverside"
"Apocynaceae","Asclepias cordifolia",1958-06-28,"United States","California","Mariposa"
"Apocynaceae","Amsonia tomentosa",2005-03-25,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subulata",1995-05-05,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1988-07-09,"United States","California","Butte"
"Apocynaceae","Apocynum androsaemifolium",2008-08-14,"United States","California","Plumas"
"Apocynaceae","Asclepias fascicularis",1979-07-14,"Mexico","Baja California","Tecate"
"Apocynaceae","Marsdenia edulis",1988-08-10,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Apocynum cannabinum",1930-07-12,"United States","Oregon","Jackson"
"Apocynaceae","Asclepias subverticillata",1905-06-14,"United States","Arizona","Pima"
"Apocynaceae","Marsdenia edulis",1998-08-18,"Mexico","Sonora","La Colorada"
"Apocynaceae","Polystemma guatemalense",1991-08-17,NA,NA,NA
"Apocynaceae","Asclepias asperula",2010-06-02,"United States","California","San Bernardino"
"Apocynaceae","Asclepias angustifolia",1987-08-14,"Mexico","Chihuahua","Moris"
"Apocynaceae","Asclepias angustifolia",1995-09-07,"Mexico","Sonora","Yécora"
"Apocynaceae","Asclepias brachystephana",1936-01-08,"Mexico","Chihuahua","Chihuahua"
"Apocynaceae","Apocynum cannabinum",1909-06-27,"United States","Oregon","Jackson"
"Apocynaceae","Amsonia tomentosa",1941-05-23,"United States","California","Riverside"
"Apocynaceae","Asclepias californica",1959-04-25,"United States","California","Kern"
"Apocynaceae","Asclepias speciosa",1991-08-28,"United States","California","Inyo"
"Apocynaceae","Asclepias vestita",1997-04-26,"United States","California","Amador"
"Apocynaceae","Apocynum cannabinum",1954-08-14,"United States","Washington","Benton"
"Apocynaceae","Asclepias subverticillata",2002-08-20,"United States","New Mexico","Lincoln"
"Apocynaceae","Asclepias jaliscana",1958-07-13,"Mexico","Chihuahua","Urique"
"Apocynaceae","Apocynum androsaemifolium",1998-08-06,"United States","California","Tuolumne"
"Apocynaceae","Asclepias subulata",2011-10-07,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",1963-06-11,"United States","California","Kern"
"Apocynaceae","Asclepias speciosa",2016-06-29,"United States","Colorado","Jefferson"
"Apocynaceae","Asclepias subverticillata",2017-08-08,"United States","Texas","El Paso"
"Apocynaceae","Asclepias cryptoceras",1938-05-23,"United States","Oregon","Malheur"
"Apocynaceae","Apocynum androsaemifolium",2007-06-28,"United States","California","Fresno"
"Apocynaceae","Asclepias californica",2009-05-19,"United States","California","Kern"
"Apocynaceae","Asclepias uncialis",1982-05-05,"United States","Utah","Wayne"
"Apocynaceae","Funastrum crispum",1975-07-01,"United States","New Mexico","Dona Ana"
"Apocynaceae","Matelea producta",1999-08-24,"United States","New Mexico","Bernalillo"
"Apocynaceae","Asclepias subaphylla",1995-12-23,"Mexico","Sonora","Huatabampo"
"Apocynaceae","Asclepias tuberosa",1980-06-22,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias vestita",NA,"United States","California","San Luis Obispo"
"Apocynaceae","Asclepias pumila",NA,"United States","Colorado","Jefferson"
"Apocynaceae","Funastrum arenarium",2011-10-25,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias linaria",1961-04-28,"United States","Arizona","Pima"
"Apocynaceae","Asclepias subverticillata",1949-08-11,NA,NA,NA
"Apocynaceae","Amsonia tomentosa",1927-07-09,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1928-06-16,"United States","California","Lake"
"Apocynaceae","Asclepias linaria",1990-07-29,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Asclepias cordifolia",1929-07-13,"United States","California","Butte"
"Apocynaceae","Apocynum cannabinum",2008-05-14,"United States","California","San Diego"
"Apocynaceae","Asclepias speciosa",1946-07-07,"United States","California","Lassen"
"Apocynaceae","Asclepias cordifolia",1979-06-16,"United States","California","Lake"
"Apocynaceae","Asclepias involucrata",1995-06-19,"United States","Utah","San Juan"
"Apocynaceae","Asclepias asperula",2001-06-12,"United States","Arizona","Coconino"
"Apocynaceae","Apocynum androsaemifolium",1980-08-18,"United States","Idaho","Camas"
"Apocynaceae","Amsonia palmeri",1969-04-27,"United States","Arizona","Graham"
"Apocynaceae","Apocynum androsaemifolium",2007-06-12,"United States","California","Nevada"
"Apocynaceae","Apocynum androsaemifolium",1912-06-25,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Asclepias cordifolia",2006-06-21,"United States","California","Sierra"
"Apocynaceae","Apocynum androsaemifolium",1985-06-01,"United States","Montana","Jefferson"
"Apocynaceae","Apocynum cannabinum",1902-06-22,"United States","California","Sonoma"
"Apocynaceae","Apocynum cannabinum",1929-06-07,"United States","California","Santa Barbara"
"Apocynaceae","Asclepias erosa",1875-01-01,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias cordifolia",1998-08-05,"United States","California","Mariposa"
"Apocynaceae","Apocynum androsaemifolium",1932-07-25,"United States","California","Modoc"
"Apocynaceae","Cynanchum arizonicum",1926-03-11,"United States","Arizona","Pima"
"Apocynaceae","Asclepias californica",1967-06-12,"United States","California","San Benito"
"Apocynaceae","Asclepias cordifolia",1961-06-20,"United States","California","Siskiyou"
"Apocynaceae","Asclepias speciosa",1956-07-11,"United States","Oregon","Wallowa"
"Apocynaceae","Apocynum androsaemifolium",2008-06-04,"United States","California","Santa Barbara"
"Apocynaceae","Asclepias subulata",1979-04-28,"United States","California","Imperial"
"Apocynaceae","Asclepias subulata",1998-11-15,"United States","California","San Bernardino"
"Apocynaceae","Asclepias nummularia",1993-07-23,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias curassavica",1984-04-01,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Asclepias brachystephana",2000-06-11,"Mexico","Chihuahua","Aldama"
"Apocynaceae","Asclepias speciosa",2000-07-19,"United States","California","Mono"
"Apocynaceae","Asclepias subulata",1990-04-03,"United States","California","Riverside"
"Apocynaceae","Asclepias solanoana",1968-06-01,"United States","California","Lake"
"Apocynaceae","Apocynum androsaemifolium",2001-06-01,"United States","Washington","Skamania"
"Apocynaceae","Haplophyton crooksii",1996-09-28,"Mexico","Sonora","Navojoa"
"Apocynaceae","Apocynum androsaemifolium",1927-07-31,"United States","Oregon","Marion"
"Apocynaceae","Asclepias speciosa",1973-07-13,"United States","Colorado","Jefferson"
"Apocynaceae","Asclepias cordifolia",2006-05-07,"United States","California","Napa"
"Apocynaceae","Asclepias vestita",1881-05-01,"United States","California","Fresno"
"Apocynaceae","Asclepias cryptoceras",NA,"United States","Colorado","Delta"
"Apocynaceae","Funastrum cynanchoides",2005-08-23,"United States","California","Orange"
"Apocynaceae","Asclepias erosa",2001-09-10,"United States","California","Los Angeles"
"Apocynaceae","Cycladenia humilis",1965-07-10,"United States","California","Inyo"
"Apocynaceae","Asclepias linaria",1990-07-29,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Matelea tristiflora",1974-07-25,"Mexico","Chihuahua","Guazapares"
